CBSA,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,LSAD
10180,"Abilene, TX",176562,176883,177831,179665,181591,Metropolitan Statistical Area
10180,"Callahan County, TX",13705,13747,14098,14247,14374,County or equivalent
10180,"Jones County, TX",19654,19682,19811,20271,20381,County or equivalent
10180,"Taylor County, TX",143203,143454,143922,145147,146836,County or equivalent
10420,"Akron, OH",702225,701674,696512,697511,698398,Metropolitan Statistical Area
10420,"Portage County, OH",161796,161853,159076,161742,162665,County or equivalent
10420,"Summit County, OH",540429,539821,537436,535769,535733,County or equivalent
10500,"Albany, GA",148915,148249,144933,145796,145508,Metropolitan Statistical Area
10500,"Dougherty County, GA",85793,85155,82235,82895,82645,County or equivalent
10500,"Lee County, GA",33164,33222,33209,33678,33872,County or equivalent
10500,"Terrell County, GA",9184,9140,8924,8792,8718,County or equivalent
10500,"Worth County, GA",20774,20732,20565,20431,20273,County or equivalent
10540,"Albany, OR",128611,128981,130120,130622,131496,Metropolitan Statistical Area
10540,"Linn County, OR",128611,128981,130120,130622,131496,County or equivalent
10580,"Albany-Schenectady-Troy, NY",899247,899724,904824,903595,904682,Metropolitan Statistical Area
10580,"Albany County, NY",314851,314018,316178,315921,316659,County or equivalent
10580,"Rensselaer County, NY",161124,160871,160622,159421,159305,County or equivalent
10580,"Saratoga County, NY",235502,235793,237846,238468,238711,County or equivalent
10580,"Schenectady County, NY",158052,159289,160046,159694,159902,County or equivalent
10580,"Schoharie County, NY",29718,29753,30132,30091,30105,County or equivalent
10740,"Albuquerque, NM",916545,917579,919392,920138,922296,Metropolitan Statistical Area
10740,"Bernalillo County, NM",676452,676853,675286,672957,671586,County or equivalent
10740,"Sandoval County, NM",148834,149290,151478,153597,155936,County or equivalent
10740,"Torrance County, NM",15052,15062,15313,15383,15633,County or equivalent
10740,"Valencia County, NM",76207,76374,77315,78201,79141,County or equivalent
10780,"Alexandria, LA",152184,151800,150882,149068,148171,Metropolitan Statistical Area
10780,"Grant Parish, LA",22171,22149,22256,22040,21911,County or equivalent
10780,"Rapides Parish, LA",130013,129651,128626,127028,126260,County or equivalent
10900,"Allentown-Bethlehem-Easton, PA-NJ",861910,861557,870135,870570,873555,Metropolitan Statistical Area
10900,"Warren County, NJ",109637,109520,110567,110903,111252,County or equivalent
10900,"Carbon County, PA",64753,64752,65522,65493,65458,County or equivalent
10900,"Lehigh County, PA",374571,374501,375889,376274,377754,County or equivalent
10900,"Northampton County, PA",312949,312784,318157,317900,319091,County or equivalent
11020,"Altoona, PA",122827,122666,122150,120734,120273,Metropolitan Statistical Area
11020,"Blair County, PA",122827,122666,122150,120734,120273,County or equivalent
11100,"Amarillo, TX",268683,269029,269804,270589,272395,Metropolitan Statistical Area
11100,"Armstrong County, TX",1849,1852,1840,1857,1832,County or equivalent
11100,"Carson County, TX",5799,5792,5714,5816,5878,County or equivalent
11100,"Oldham County, TX",1758,1763,1734,1761,1783,County or equivalent
11100,"Potter County, TX",118522,118275,116461,114911,114647,County or equivalent
11100,"Randall County, TX",140755,141347,144055,146244,148255,County or equivalent
11180,"Ames, IA",125242,125347,126440,124836,125156,Metropolitan Statistical Area
11180,"Boone County, IA",26709,26698,26761,26579,26590,County or equivalent
11180,"Story County, IA",98533,98649,99679,98257,98566,County or equivalent
11200,"Amherst Town-Northampton, MA",162316,146616,163128,162518,162502,Metropolitan Statistical Area
11200,"Hampshire County, MA",162316,146616,163128,162518,162502,County or equivalent
11260,"Anchorage, AK",398312,398397,400167,400455,401314,Metropolitan Statistical Area
11260,"Anchorage Municipality, AK",291244,290893,289169,286983,286075,County or equivalent
11260,"Matanuska-Susitna Borough, AK",107068,107504,110998,113472,115239,County or equivalent
11460,"Ann Arbor, MI",372258,371834,365013,366504,365536,Metropolitan Statistical Area
11460,"Washtenaw County, MI",372258,371834,365013,366504,365536,County or equivalent
11500,"Anniston-Oxford, AL",116441,116243,115678,115780,116429,Metropolitan Statistical Area
11500,"Calhoun County, AL",116441,116243,115678,115780,116429,County or equivalent
11540,"Appleton, WI",243153,243451,243903,244981,246433,Metropolitan Statistical Area
11540,"Calumet County, WI",52450,52485,52583,52712,53199,County or equivalent
11540,"Outagamie County, WI",190703,190966,191320,192269,193234,County or equivalent
11700,"Asheville, NC",406933,407563,410828,413969,417202,Metropolitan Statistical Area
11700,"Buncombe County, NC",269431,269702,271945,273790,275901,County or equivalent
11700,"Henderson County, NC",116310,116574,117155,118298,119230,County or equivalent
11700,"Madison County, NC",21192,21287,21728,21881,22071,County or equivalent
12020,"Athens-Clarke County, GA",215422,215712,218314,220331,222060,Metropolitan Statistical Area
12020,"Clarke County, GA",128670,128551,129206,129726,129933,County or equivalent
12020,"Madison County, GA",30128,30276,30887,31450,32191,County or equivalent
12020,"Oconee County, GA",41798,42016,43034,43624,44182,County or equivalent
12020,"Oglethorpe County, GA",14826,14869,15187,15531,15754,County or equivalent
12060,"Atlanta-Sandy Springs-Roswell, GA",6106847,6120849,6159696,6238676,6307261,Metropolitan Statistical Area
12060,"Atlanta-Sandy Springs-Roswell, GA",4766661,4777385,4802782,4862719,4913673,Metropolitan Division
12060,"Barrow County, GA",83504,83981,86727,89245,92792,County or equivalent
12060,"Butts County, GA",25436,25549,26164,26745,26887,County or equivalent
12060,"Carroll County, GA",119151,119498,121595,124530,127098,County or equivalent
12060,"Clayton County, GA",299403,299439,299210,298399,298300,County or equivalent
12060,"Coweta County, GA",146163,146747,149973,152879,155892,County or equivalent
12060,"Dawson County, GA",26796,27059,28498,30189,31732,County or equivalent
12060,"DeKalb County, GA",764425,764489,759113,761779,762992,County or equivalent
12060,"Douglas County, GA",144310,144648,145748,147453,149160,County or equivalent
12060,"Fayette County, GA",119181,119491,120715,121981,123351,County or equivalent
12060,"Forsyth County, GA",251287,252901,260783,267312,272887,County or equivalent
12060,"Fulton County, GA",1066675,1069394,1062451,1073698,1079105,County or equivalent
12060,"Gwinnett County, GA",957306,958359,965338,976173,983526,County or equivalent
12060,"Heard County, GA",11409,11444,11532,11716,12034,County or equivalent
12060,"Henry County, GA",240703,241852,245085,248472,254613,County or equivalent
12060,"Jasper County, GA",14590,14662,15263,15979,16455,County or equivalent
12060,"Lumpkin County, GA",33488,33641,32843,34706,35258,County or equivalent
12060,"Meriwether County, GA",20620,20617,20725,20890,20931,County or equivalent
12060,"Morgan County, GA",20097,20201,20650,21024,21460,County or equivalent
12060,"Newton County, GA",112527,112890,115341,117752,120135,County or equivalent
12060,"Pickens County, GA",33212,33337,34021,34825,35969,County or equivalent
12060,"Pike County, GA",18889,18946,19540,19955,20461,County or equivalent
12060,"Rockdale County, GA",93513,93611,93888,94945,95987,County or equivalent
12060,"Spalding County, GA",67312,67471,67765,69008,69946,County or equivalent
12060,"Walton County, GA",96664,97158,99814,103064,106702,County or equivalent
12060,"Marietta, GA",1340186,1343464,1356914,1375957,1393588,Metropolitan Division
12060,"Bartow County, GA",108897,109314,110936,112815,115041,County or equivalent
12060,"Cherokee County, GA",266594,268156,274732,281194,286602,County or equivalent
12060,"Cobb County, GA",766112,766378,766662,771840,776743,County or equivalent
12060,"Haralson County, GA",29917,30036,30595,31355,32038,County or equivalent
12060,"Paulding County, GA",168666,169580,173989,178753,183164,County or equivalent
12100,"Atlantic City-Hammonton, NJ",369798,369234,370662,370787,369823,Metropolitan Statistical Area
12100,"Atlantic County, NJ",274536,274190,274956,275382,275213,County or equivalent
12100,"Cape May County, NJ",95262,95044,95706,95405,94610,County or equivalent
12220,"Auburn-Opelika, AL",193774,194218,196501,199230,201585,Metropolitan Statistical Area
12220,"Lee County, AL",174247,174754,177596,180698,183215,County or equivalent
12220,"Macon County, AL",19527,19464,18905,18532,18370,County or equivalent
12260,"Augusta-Richmond County, GA-SC",610978,612172,616187,623985,629429,Metropolitan Statistical Area
12260,"Burke County, GA",24594,24635,24362,24434,24438,County or equivalent
12260,"Columbia County, GA",156013,156865,159662,162471,165162,County or equivalent
12260,"Lincoln County, GA",7689,7702,7749,7859,7879,County or equivalent
12260,"McDuffie County, GA",21628,21607,21619,21690,21799,County or equivalent
12260,"Richmond County, GA",206603,206524,205274,206344,205414,County or equivalent
12260,"Aiken County, SC",168806,169168,171247,174228,177130,County or equivalent
12260,"Edgefield County, SC",25645,25671,26274,26959,27607,County or equivalent
12420,"Austin-Round Rock-San Marcos, TX",2283379,2300135,2358634,2423170,2473275,Metropolitan Statistical Area
12420,"Bastrop County, TX",97218,98057,102276,106395,110778,County or equivalent
12420,"Caldwell County, TX",45880,45945,46940,47849,49859,County or equivalent
12420,"Hays County, TX",241057,243968,255955,269103,280486,County or equivalent
12420,"Travis County, TX",1290218,1296613,1308868,1327550,1334961,County or equivalent
12420,"Williamson County, TX",609006,615552,644595,672273,697191,County or equivalent
12540,"Bakersfield-Delano, CA",909229,905910,912709,916751,913820,Metropolitan Statistical Area
12540,"Kern County, CA",909229,905910,912709,916751,913820,County or equivalent
12580,"Baltimore-Columbia-Towson, MD",2844523,2842668,2843219,2834813,2834316,Metropolitan Statistical Area
12580,"Anne Arundel County, MD",588270,589106,592085,593347,594582,County or equivalent
12580,"Baltimore County, MD",854554,853387,850691,845986,844703,County or equivalent
12580,"Carroll County, MD",172895,172941,174313,175472,176639,County or equivalent
12580,"Harford County, MD",260922,261230,263302,263815,264644,County or equivalent
12580,"Howard County, MD",332316,332814,335328,335366,336001,County or equivalent
12580,"Queen Anne's County, MD",49876,50033,50922,51720,52508,County or equivalent
12580,"Baltimore city, MD",585690,583157,576578,569107,565239,County or equivalent
12620,"Bangor, ME",152187,152169,153359,154728,155312,Metropolitan Statistical Area
12620,"Penobscot County, ME",152187,152169,153359,154728,155312,County or equivalent
12700,"Barnstable Town, MA",228995,228012,232315,232078,231735,Metropolitan Statistical Area
12700,"Barnstable County, MA",228995,228012,232315,232078,231735,County or equivalent
12940,"Baton Rouge, LA",870580,870286,872646,872347,873661,Metropolitan Statistical Area
12940,"Ascension Parish, LA",126499,126978,128571,130485,131632,County or equivalent
12940,"Assumption Parish, LA",21046,20963,20696,20463,20160,County or equivalent
12940,"East Baton Rouge Parish, LA",456783,455899,453596,450091,448467,County or equivalent
12940,"East Feliciana Parish, LA",19541,19456,19373,19208,19229,County or equivalent
12940,"Iberville Parish, LA",30242,30064,29747,29613,29617,County or equivalent
12940,"Livingston Parish, LA",142282,142834,146121,148056,150145,County or equivalent
12940,"Pointe Coupee Parish, LA",20755,20673,20346,20212,20000,County or equivalent
12940,"St. Helena Parish, LA",10922,10898,10903,10789,10774,County or equivalent
12940,"West Baton Rouge Parish, LA",27202,27262,27798,28034,28266,County or equivalent
12940,"West Feliciana Parish, LA",15308,15259,15495,15396,15371,County or equivalent
12980,"Battle Creek, MI",134297,134200,133878,133424,133366,Metropolitan Statistical Area
12980,"Calhoun County, MI",134297,134200,133878,133424,133366,County or equivalent
13020,"Bay City, MI",103855,103742,103108,102638,102500,Metropolitan Statistical Area
13020,"Bay County, MI",103855,103742,103108,102638,102500,County or equivalent
13140,"Beaumont-Port Arthur, TX",397566,397237,395526,394489,395479,Metropolitan Statistical Area
13140,"Hardin County, TX",56235,56350,57133,57840,58261,County or equivalent
13140,"Jefferson County, TX",256521,256133,253727,251601,251496,County or equivalent
13140,"Orange County, TX",84810,84754,84666,85048,85722,County or equivalent
13220,"Beckley, WV",115066,114822,113815,112189,111428,Metropolitan Statistical Area
13220,"Fayette County, WV",40483,40428,40036,39388,39072,County or equivalent
13220,"Raleigh County, WV",74583,74394,73779,72801,72356,County or equivalent
13380,"Bellingham, WA",226852,227449,226701,230598,231919,Metropolitan Statistical Area
13380,"Whatcom County, WA",226852,227449,226701,230598,231919,County or equivalent
13460,"Bend, OR",247497,248974,256150,258184,260919,Metropolitan Statistical Area
13460,"Crook County, OR",24738,24929,25762,26377,26952,County or equivalent
13460,"Deschutes County, OR",198251,199464,205283,206483,208513,County or equivalent
13460,"Jefferson County, OR",24508,24581,25105,25324,25454,County or equivalent
13740,"Billings, MT",184166,184726,187351,190275,191435,Metropolitan Statistical Area
13740,"Carbon County, MT",10471,10505,10889,11236,11419,County or equivalent
13740,"Stillwater County, MT",8964,9003,9024,9169,9173,County or equivalent
13740,"Yellowstone County, MT",164731,165218,167438,169870,170843,County or equivalent
13780,"Binghamton, NY",247135,246504,246642,245024,243792,Metropolitan Statistical Area
13780,"Broome County, NY",198683,198156,198562,197258,196077,County or equivalent
13780,"Tioga County, NY",48452,48348,48080,47766,47715,County or equivalent
13820,"Birmingham, AL",1180632,1181776,1181650,1180786,1184290,Metropolitan Statistical Area
13820,"Bibb County, AL",22301,22188,22359,21986,21868,County or equivalent
13820,"Blount County, AL",59130,59107,59079,59516,59816,County or equivalent
13820,"Chilton County, AL",45011,45057,45259,45848,46431,County or equivalent
13820,"Jefferson County, AL",674340,674717,669990,665084,662895,County or equivalent
13820,"St. Clair County, AL",91468,91657,92874,93881,95552,County or equivalent
13820,"Shelby County, AL",223038,223912,227453,230033,233000,County or equivalent
13820,"Walker County, AL",65344,65138,64636,64438,64728,County or equivalent
13900,"Bismarck, ND",133627,133785,134406,134963,135786,Metropolitan Statistical Area
13900,"Burleigh County, ND",98464,98601,98965,99396,100012,County or equivalent
13900,"Morton County, ND",33287,33315,33565,33705,33895,County or equivalent
13900,"Oliver County, ND",1876,1869,1876,1862,1879,County or equivalent
13980,"Blacksburg-Christiansburg-Radford, VA",181854,181756,181213,181283,181428,Metropolitan Statistical Area
13980,"Floyd County, VA",15475,15470,15510,15623,15679,County or equivalent
13980,"Giles County, VA",16792,16786,16572,16432,16457,County or equivalent
13980,"Montgomery County, VA",99719,99574,98788,98826,98666,County or equivalent
13980,"Pulaski County, VA",33799,33807,33816,33683,33655,County or equivalent
13980,"Radford city, VA",16069,16119,16527,16719,16971,County or equivalent
14010,"Bloomington, IL",170956,170949,171109,170918,170441,Metropolitan Statistical Area
14010,"McLean County, IL",170956,170949,171109,170918,170441,County or equivalent
14020,"Bloomington, IN",161038,160903,161690,161108,160874,Metropolitan Statistical Area
14020,"Monroe County, IN",139711,139585,140176,139621,139342,County or equivalent
14020,"Owen County, IN",21327,21318,21514,21487,21532,County or equivalent
14260,"Boise City, ID",764714,770223,797026,811355,824657,Metropolitan Statistical Area
14260,"Ada County, ID",494961,498278,513025,519004,524673,County or equivalent
14260,"Boise County, ID",7614,7664,8133,8360,8517,County or equivalent
14260,"Canyon County, ID",231102,233013,243710,250892,257674,County or equivalent
14260,"Gem County, ID",19122,19272,19802,20454,21071,County or equivalent
14260,"Owyhee County, ID",11915,11996,12356,12645,12722,County or equivalent
14460,"Boston-Cambridge-Newton, MA-NH",4944611,4933650,4906460,4903026,4919179,Metropolitan Statistical Area
14460,"Boston, MA",2057681,2051935,2032044,2027529,2031206,Metropolitan Division
14460,"Norfolk County, MA",725932,724554,724471,725469,727473,County or equivalent
14460,"Plymouth County, MA",530819,530200,533059,533248,535308,County or equivalent
14460,"Suffolk County, MA",800930,797181,774514,768812,768425,County or equivalent
14460,"Cambridge-Newton-Framingham, MA",2441855,2436026,2424622,2423293,2434041,Metropolitan Division
14460,"Essex County, MA",809827,807791,807360,806499,810089,County or equivalent
14460,"Middlesex County, MA",1632028,1628235,1617262,1616794,1623952,County or equivalent
14460,"Rockingham County-Strafford County, NH",445075,445689,449794,452204,453932,Metropolitan Division
14460,"Rockingham County, NH",314180,314621,318260,319633,320689,County or equivalent
14460,"Strafford County, NH",130895,131068,131534,132571,133243,County or equivalent
14500,"Boulder, CO",330759,330938,327084,327339,326831,Metropolitan Statistical Area
14500,"Boulder County, CO",330759,330938,327084,327339,326831,County or equivalent
14540,"Bowling Green, KY",179639,180070,182603,185996,188840,Metropolitan Statistical Area
14540,"Allen County, KY",20580,20574,20839,21283,21788,County or equivalent
14540,"Butler County, KY",12369,12316,12302,12365,12375,County or equivalent
14540,"Edmonson County, KY",12132,12152,12237,12302,12448,County or equivalent
14540,"Warren County, KY",134558,135028,137225,140046,142229,County or equivalent
14580,"Bozeman, MT",118958,119597,123098,124938,126409,Metropolitan Statistical Area
14580,"Gallatin County, MT",118958,119597,123098,124938,126409,County or equivalent
14740,"Bremerton-Silverdale-Port Orchard, WA",275612,275823,276589,277813,277658,Metropolitan Statistical Area
14740,"Kitsap County, WA",275612,275823,276589,277813,277658,County or equivalent
14860,"Bridgeport-Stamford-Danbury, CT",946293,942755,950010,949982,951558,Metropolitan Statistical Area
14860,"Greater Bridgeport Planning Region, CT",325774,324387,326752,327125,327651,County or equivalent
14860,"Western Connecticut Planning Region, CT",620519,618368,623258,622857,623907,County or equivalent
15180,"Brownsville-Harlingen, TX",421020,421480,422636,424911,426710,Metropolitan Statistical Area
15180,"Cameron County, TX",421020,421480,422636,424911,426710,County or equivalent
15260,"Brunswick-St. Simons, GA",113494,113511,113959,114538,116074,Metropolitan Statistical Area
15260,"Brantley County, GA",18021,18044,18119,18210,18401,County or equivalent
15260,"Glynn County, GA",84500,84482,84786,85145,86172,County or equivalent
15260,"McIntosh County, GA",10973,10985,11054,11183,11501,County or equivalent
15380,"Buffalo-Cheektowaga, NY",1166897,1164468,1164631,1158890,1155604,Metropolitan Statistical Area
15380,"Erie County, NY",954231,952342,952912,948423,946147,County or equivalent
15380,"Niagara County, NY",212666,212126,211719,210467,209457,County or equivalent
15500,"Burlington, NC",171426,171960,173968,176618,179165,Metropolitan Statistical Area
15500,"Alamance County, NC",171426,171960,173968,176618,179165,County or equivalent
15540,"Burlington-South Burlington, VT",225563,225717,227196,227566,227942,Metropolitan Statistical Area
15540,"Chittenden County, VT",168321,168395,169338,169357,169481,County or equivalent
15540,"Franklin County, VT",49951,50046,50430,50719,50994,County or equivalent
15540,"Grand Isle County, VT",7291,7276,7428,7490,7467,County or equivalent
15940,"Canton-Massillon, OH",401580,401224,400492,399471,399474,Metropolitan Statistical Area
15940,"Carroll County, OH",26716,26702,26700,26686,26758,County or equivalent
15940,"Stark County, OH",374864,374522,373792,372785,372716,County or equivalent
15980,"Cape Coral-Fort Myers, FL",760814,765547,790888,822391,834573,Metropolitan Statistical Area
15980,"Lee County, FL",760814,765547,790888,822391,834573,County or equivalent
16020,"Cape Girardeau, MO-IL",97523,97552,97743,98303,98223,Metropolitan Statistical Area
16020,"Alexander County, IL",5239,5169,5025,4841,4695,County or equivalent
16020,"Bollinger County, MO",10574,10562,10586,10531,10544,County or equivalent
16020,"Cape Girardeau County, MO",81710,81821,82132,82931,82984,County or equivalent
16180,"Carson City, NV",58646,58686,58764,58065,58036,Metropolitan Statistical Area
16180,"Carson City, NV",58646,58686,58764,58065,58036,County or equivalent
16220,"Casper, WY",79966,80299,79635,79523,79941,Metropolitan Statistical Area
16220,"Natrona County, WY",79966,80299,79635,79523,79941,County or equivalent
16300,"Cedar Rapids, IA",276524,276621,276009,275631,275668,Metropolitan Statistical Area
16300,"Benton County, IA",25584,25549,25738,25742,25796,County or equivalent
16300,"Jones County, IA",20644,20653,20826,20949,20900,County or equivalent
16300,"Linn County, IA",230296,230419,229445,228940,228972,County or equivalent
16540,"Chambersburg, PA",155945,155949,156573,156951,157854,Metropolitan Statistical Area
16540,"Franklin County, PA",155945,155949,156573,156951,157854,County or equivalent
16580,"Champaign-Urbana, IL",236075,235848,236841,236100,235608,Metropolitan Statistical Area
16580,"Champaign County, IL",205873,205654,206605,206169,205644,County or equivalent
16580,"Ford County, IL",13526,13513,13479,13256,13250,County or equivalent
16580,"Piatt County, IL",16676,16681,16757,16675,16714,County or equivalent
16620,"Charleston, WV",210605,209982,207331,204611,203164,Metropolitan Statistical Area
16620,"Boone County, WV",21809,21744,21353,20907,20576,County or equivalent
16620,"Clay County, WV",8047,8005,7905,7840,7783,County or equivalent
16620,"Kanawha County, WV",180749,180233,178073,175864,174805,County or equivalent
16700,"Charleston-North Charleston, SC",799636,803475,814823,830352,849417,Metropolitan Statistical Area
16700,"Berkeley County, SC",229826,231533,236857,244952,255217,County or equivalent
16700,"Charleston County, SC",408481,409899,414514,419350,424367,County or equivalent
16700,"Dorchester County, SC",161329,162043,163452,166050,169833,County or equivalent
16740,"Charlotte-Concord-Gastonia, NC-SC",2660348,2669651,2707454,2754657,2805115,Metropolitan Statistical Area
16740,"Anson County, NC",22054,22037,21905,21958,21897,County or equivalent
16740,"Cabarrus County, NC",225791,227219,231788,235909,240016,County or equivalent
16740,"Gaston County, NC",227943,228532,231277,233970,237242,County or equivalent
16740,"Iredell County, NC",186685,187683,192186,195874,199710,County or equivalent
16740,"Lincoln County, NC",86829,87220,89941,93108,95675,County or equivalent
16740,"Mecklenburg County, NC",1115534,1117423,1126283,1144075,1163701,County or equivalent
16740,"Rowan County, NC",146884,147167,147937,149673,151661,County or equivalent
16740,"Union County, NC",238234,239470,244259,249172,256452,County or equivalent
16740,"Chester County, SC",32294,32284,32148,31993,32226,County or equivalent
16740,"Lancaster County, SC",96011,96588,100529,104724,108215,County or equivalent
16740,"York County, SC",282089,284028,289201,294201,298320,County or equivalent
16820,"Charlottesville, VA",221526,221620,223267,223996,225127,Metropolitan Statistical Area
16820,"Albemarle County, VA",112395,112510,113882,114845,115676,County or equivalent
16820,"Fluvanna County, VA",27252,27294,27797,28117,28462,County or equivalent
16820,"Greene County, VA",20554,20607,21004,21015,21301,County or equivalent
16820,"Nelson County, VA",14772,14740,14838,14747,14705,County or equivalent
16820,"Charlottesville city, VA",46553,46469,45746,45272,44983,County or equivalent
16860,"Chattanooga, TN-GA",562648,563952,567446,574461,580971,Metropolitan Statistical Area
16860,"Catoosa County, GA",67874,68006,68436,68836,68910,County or equivalent
16860,"Dade County, GA",16249,16239,16221,16090,16165,County or equivalent
16860,"Walker County, GA",67653,67738,68417,68965,69489,County or equivalent
16860,"Hamilton County, TN",366209,367251,369005,374602,379864,County or equivalent
16860,"Marion County, TN",28838,28870,28919,29050,29382,County or equivalent
16860,"Sequatchie County, TN",15825,15848,16448,16918,17161,County or equivalent
16940,"Cheyenne, WY",100512,100730,100827,100781,100984,Metropolitan Statistical Area
16940,"Laramie County, WY",100512,100730,100827,100781,100984,County or equivalent
16980,"Chicago-Naperville-Elgin, IL-IN",9450304,9435217,9356597,9279427,9262825,Metropolitan Statistical Area
16980,"Chicago-Naperville-Schaumburg, IL",7268489,7254149,7171445,7095983,7075391,Metropolitan Division
16980,"Cook County, IL",5275555,5263608,5180919,5111566,5087072,County or equivalent
16980,"DuPage County, IL",932884,931317,926848,921664,921213,County or equivalent
16980,"Grundy County, IL",52539,52516,52959,53149,53578,County or equivalent
16980,"McHenry County, IL",310213,309882,311543,311558,312800,County or equivalent
16980,"Will County, IL",697298,696826,699176,698046,700728,County or equivalent
16980,"Elgin, IL",748806,748805,751789,751856,755246,Metropolitan Division
16980,"DeKalb County, IL",100422,100269,100482,100223,100288,County or equivalent
16980,"Kane County, IL",516516,516181,516292,514139,514982,County or equivalent
16980,"Kendall County, IL",131868,132355,135015,137494,139976,County or equivalent
16980,"Lake County, IL",714336,713281,712570,709899,708760,Metropolitan Division
16980,"Lake County, IL",714336,713281,712570,709899,708760,County or equivalent
16980,"Lake County-Porter County-Jasper County, IN",718673,718982,720793,721689,723428,Metropolitan Division
16980,"Jasper County, IN",32926,32908,33165,33345,33535,County or equivalent
16980,"Lake County, IN",498705,498957,499257,499657,500598,County or equivalent
16980,"Newton County, IN",13835,13799,13820,13839,13960,County or equivalent
16980,"Porter County, IN",173207,173318,174551,174848,175335,County or equivalent
17020,"Chico, CA",211630,210151,206336,207369,207172,Metropolitan Statistical Area
17020,"Butte County, CA",211630,210151,206336,207369,207172,County or equivalent
17140,"Cincinnati, OH-KY-IN",2249781,2251974,2252627,2258625,2271479,Metropolitan Statistical Area
17140,"Dearborn County, IN",50676,50750,50875,50900,51215,County or equivalent
17140,"Franklin County, IN",22791,22788,22889,23083,23096,County or equivalent
17140,"Ohio County, IN",5935,5928,5994,6097,6004,County or equivalent
17140,"Boone County, KY",135988,136468,137747,139045,140496,County or equivalent
17140,"Bracken County, KY",8401,8400,8440,8435,8426,County or equivalent
17140,"Campbell County, KY",93068,93127,92828,93272,93702,County or equivalent
17140,"Gallatin County, KY",8693,8673,8763,8773,8792,County or equivalent
17140,"Grant County, KY",24945,25015,25292,25474,25619,County or equivalent
17140,"Kenton County, KY",169042,169271,169698,170280,171321,County or equivalent
17140,"Pendleton County, KY",14648,14648,14635,14703,14810,County or equivalent
17140,"Brown County, OH",43673,43673,43696,43700,43777,County or equivalent
17140,"Butler County, OH",390352,390878,387619,389728,393043,County or equivalent
17140,"Clermont County, OH",208595,208750,209893,210679,211972,County or equivalent
17140,"Hamilton County, OH",830628,830377,827430,824721,827058,County or equivalent
17140,"Warren County, OH",242346,243228,246828,249735,252148,County or equivalent
17300,"Clarksville, TN-KY",320518,321827,328949,335527,340495,Metropolitan Statistical Area
17300,"Christian County, KY",72813,72762,73180,72286,72032,County or equivalent
17300,"Trigg County, KY",14053,14078,14220,14348,14369,County or equivalent
17300,"Montgomery County, TN",219996,221281,227741,234899,239872,County or equivalent
17300,"Stewart County, TN",13656,13706,13808,13994,14222,County or equivalent
17410,"Cleveland, OH",2185727,2184115,2170475,2160701,2158932,Metropolitan Statistical Area
17410,"Ashtabula County, OH",97567,97495,97439,96960,96845,County or equivalent
17410,"Cuyahoga County, OH",1264775,1262573,1247496,1236994,1233088,County or equivalent
17410,"Geauga County, OH",95433,95387,95708,95491,95407,County or equivalent
17410,"Lake County, OH",232521,232516,232222,231736,231640,County or equivalent
17410,"Lorain County, OH",312956,313498,314216,316031,317910,County or equivalent
17410,"Medina County, OH",182475,182646,183394,183489,184042,County or equivalent
17420,"Cleveland, TN",126164,126394,127469,128317,129612,Metropolitan Statistical Area
17420,"Bradley County, TN",108620,108828,109755,110539,111579,County or equivalent
17420,"Polk County, TN",17544,17566,17714,17778,18033,County or equivalent
17660,"Coeur d'Alene, ID",171363,172785,180058,183290,185010,Metropolitan Statistical Area
17660,"Kootenai County, ID",171363,172785,180058,183290,185010,County or equivalent
17780,"College Station-Bryan, TX",268244,268953,272667,277751,281445,Metropolitan Statistical Area
17780,"Brazos County, TX",233848,234505,237612,241931,244703,County or equivalent
17780,"Burleson County, TX",17643,17682,18109,18690,19475,County or equivalent
17780,"Robertson County, TX",16753,16766,16946,17130,17267,County or equivalent
17820,"Colorado Springs, CO",755112,757128,762232,765456,768832,Metropolitan Statistical Area
17820,"El Paso County, CO",730405,732384,737287,740596,744215,County or equivalent
17820,"Teller County, CO",24707,24744,24945,24860,24617,County or equivalent
17860,"Columbia, MO",210862,210850,212936,214663,216511,Metropolitan Statistical Area
17860,"Boone County, MO",183604,184047,186115,187721,189463,County or equivalent
17860,"Cooper County, MO",17103,16646,16676,16763,16947,County or equivalent
17860,"Howard County, MO",10155,10157,10145,10179,10101,County or equivalent
17900,"Columbia, SC",829466,830137,837804,848112,858302,Metropolitan Statistical Area
17900,"Calhoun County, SC",14122,14114,14138,14197,14186,County or equivalent
17900,"Fairfield County, SC",20956,20887,20695,20450,20422,County or equivalent
17900,"Kershaw County, SC",65409,65590,66205,67850,69905,County or equivalent
17900,"Lexington County, SC",293977,295047,300650,305105,309528,County or equivalent
17900,"Richland County, SC",416147,415671,417294,421526,425138,County or equivalent
17900,"Saluda County, SC",18855,18828,18822,18984,19123,County or equivalent
17980,"Columbus, GA-AL",328887,329196,326478,323826,323768,Metropolitan Statistical Area
17980,"Russell County, AL",59182,59258,58681,58594,58744,County or equivalent
17980,"Chattahoochee County, GA",9566,9475,9044,8746,8661,County or equivalent
17980,"Harris County, GA",34666,34898,35589,36257,36654,County or equivalent
17980,"Marion County, GA",7505,7530,7434,7436,7440,County or equivalent
17980,"Muscogee County, GA",206919,207006,205060,202432,201877,County or equivalent
