CBSA,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,LSAD
42700,"Sebring, FL",101239,101349,103279,105649,107614,Metropolitan Statistical Area
42700,"Highlands County, FL",101239,101349,103279,105649,107614,County or equivalent
43100,"Sheboygan, WI",118032,118053,117687,117661,117752,Metropolitan Statistical Area
43100,"Sheboygan County, WI",118032,118053,117687,117661,117752,County or equivalent
43300,"Sherman-Denison, TX",135543,136099,139563,143198,146907,Metropolitan Statistical Area
43300,"Grayson County, TX",135543,136099,139563,143198,146907,County or equivalent
43340,"Shreveport-Bossier City, LA",393409,392511,388930,384943,383295,Metropolitan Statistical Area
43340,"Bossier Parish, LA",128732,128721,129323,129153,129795,County or equivalent
43340,"Caddo Parish, LA",237865,236945,232658,228934,226386,County or equivalent
43340,"De Soto Parish, LA",26812,26845,26949,26856,27114,County or equivalent
43420,"Sierra Vista-Douglas, AZ",125445,125527,126119,125487,124640,Metropolitan Statistical Area
43420,"Cochise County, AZ",125445,125527,126119,125487,124640,County or equivalent
43580,"Sioux City, IA-NE-SD",144344,144326,143907,143737,144402,Metropolitan Statistical Area
43580,"Woodbury County, IA",105939,105912,105749,105558,105951,County or equivalent
43580,"Dakota County, NE",21587,21554,21282,21116,21268,County or equivalent
43580,"Union County, SD",16818,16860,16876,17063,17183,County or equivalent
43620,"Sioux Falls, SD-MN",286400,287364,291978,299079,304555,Metropolitan Statistical Area
43620,"Rock County, MN",9693,9676,9685,9554,9551,County or equivalent
43620,"Lincoln County, SD",65158,65648,67992,71024,73238,County or equivalent
43620,"McCook County, SD",5679,5670,5718,5768,5809,County or equivalent
43620,"Minnehaha County, SD",197207,197695,199904,203845,206930,County or equivalent
43620,"Turner County, SD",8663,8675,8679,8888,9027,County or equivalent
43640,"Slidell-Mandeville-Covington, LA",264571,265000,270147,273237,275583,Metropolitan Statistical Area
43640,"St. Tammany Parish, LA",264571,265000,270147,273237,275583,County or equivalent
43780,"South Bend-Mishawaka, IN-MI",324513,324241,323813,323759,324490,Metropolitan Statistical Area
43780,"St. Joseph County, IN",272916,272682,272286,272282,272848,County or equivalent
43780,"Cass County, MI",51597,51559,51527,51477,51642,County or equivalent
43900,"Spartanburg, SC",355232,356560,362407,372687,383327,Metropolitan Statistical Area
43900,"Spartanburg County, SC",327992,329379,335397,345948,356698,County or equivalent
43900,"Union County, SC",27240,27181,27010,26739,26629,County or equivalent
44060,"Spokane-Spokane Valley, WA",585790,587766,593129,598023,600292,Metropolitan Statistical Area
44060,"Spokane County, WA",539340,541175,545510,549740,551455,County or equivalent
44060,"Stevens County, WA",46450,46591,47619,48283,48837,County or equivalent
44100,"Springfield, IL",208636,208414,207538,206223,205445,Metropolitan Statistical Area
44100,"Menard County, IL",12295,12270,12167,12072,11954,County or equivalent
44100,"Sangamon County, IL",196341,196144,195371,194151,193491,County or equivalent
44140,"Springfield, MA",465839,464311,462862,460758,460291,Metropolitan Statistical Area
44140,"Hampden County, MA",465839,464311,462862,460758,460291,County or equivalent
44180,"Springfield, MO",475433,476371,481693,486931,491053,Metropolitan Statistical Area
44180,"Christian County, MO",88841,89285,91616,93122,94422,County or equivalent
44180,"Dallas County, MO",17066,17128,17336,17587,17768,County or equivalent
44180,"Greene County, MO",298913,299328,301098,303197,304611,County or equivalent
44180,"Polk County, MO",31524,31617,32042,32659,32780,County or equivalent
44180,"Webster County, MO",39089,39013,39601,40366,41472,County or equivalent
44220,"Springfield, OH",135971,135887,135608,134732,134610,Metropolitan Statistical Area
44220,"Clark County, OH",135971,135887,135608,134732,134610,County or equivalent
44300,"State College, PA",158163,157979,157984,157533,157795,Metropolitan Statistical Area
44300,"Centre County, PA",158163,157979,157984,157533,157795,County or equivalent
44420,"Staunton-Stuarts Draft, VA",125434,125665,126059,126678,127344,Metropolitan Statistical Area
44420,"Augusta County, VA",77485,77574,77764,77939,78247,County or equivalent
44420,"Staunton city, VA",25753,25812,25689,25940,25915,County or equivalent
44420,"Waynesboro city, VA",22196,22279,22606,22799,23182,County or equivalent
44700,"Stockton-Lodi, CA",779230,780617,788354,794293,800965,Metropolitan Statistical Area
44700,"San Joaquin County, CA",779230,780617,788354,794293,800965,County or equivalent
44940,"Sumter, SC",105548,105476,104854,103936,104165,Metropolitan Statistical Area
44940,"Sumter County, SC",105548,105476,104854,103936,104165,County or equivalent
45060,"Syracuse, NY",662068,659556,657253,655021,652956,Metropolitan Statistical Area
45060,"Madison County, NY",68017,67935,67382,67054,66921,County or equivalent
45060,"Onondaga County, NY",476523,474192,471887,469728,467873,County or equivalent
45060,"Oswego County, NY",117528,117429,117984,118239,118162,County or equivalent
45220,"Tallahassee, FL",384301,385658,388370,390913,392645,Metropolitan Statistical Area
45220,"Gadsden County, FL",43819,43411,43599,43393,43833,County or equivalent
45220,"Jefferson County, FL",14513,14399,14494,15069,15450,County or equivalent
45220,"Leon County, FL",292206,293955,296007,297282,296913,County or equivalent
45220,"Wakulla County, FL",33763,33893,34270,35169,36449,County or equivalent
45300,"Tampa-St. Petersburg-Clearwater, FL",3175291,3187828,3230074,3291341,3342963,Metropolitan Statistical Area
45300,"St. Petersburg-Clearwater-Largo, FL",959111,959793,959583,961792,961596,Metropolitan Division
45300,"Pinellas County, FL",959111,959793,959583,961792,961596,County or equivalent
45300,"Tampa, FL",2216180,2228035,2270491,2329549,2381367,Metropolitan Division
45300,"Hernando County, FL",194508,195624,200693,206935,212807,County or equivalent
45300,"Hillsborough County, FL",1459779,1466255,1484607,1513473,1535564,County or equivalent
45300,"Pasco County, FL",561893,566156,585191,609141,632996,County or equivalent
45460,"Terre Haute, IN",168874,168778,168722,168596,168787,Metropolitan Statistical Area
45460,"Clay County, IN",26462,26427,26394,26410,26460,County or equivalent
45460,"Sullivan County, IN",20811,20812,20777,20671,20757,County or equivalent
45460,"Vermillion County, IN",15443,15409,15435,15433,15417,County or equivalent
45460,"Vigo County, IN",106158,106130,106116,106082,106153,County or equivalent
45500,"Texarkana, TX-AR",147524,147485,146749,146185,145907,Metropolitan Statistical Area
45500,"Little River County, AR",12026,11974,11973,11865,11805,County or equivalent
45500,"Miller County, AR",42599,42588,42494,42608,42415,County or equivalent
45500,"Bowie County, TX",92899,92923,92282,91712,91687,County or equivalent
45780,"Toledo, OH",606241,605761,602291,600519,600141,Metropolitan Statistical Area
45780,"Fulton County, OH",42713,42646,42499,42158,42007,County or equivalent
45780,"Lucas County, OH",431281,430859,429482,426719,425484,County or equivalent
45780,"Wood County, OH",132247,132256,130310,131642,132650,County or equivalent
45820,"Topeka, KS",233139,232903,232817,231897,232322,Metropolitan Statistical Area
45820,"Jackson County, KS",13231,13239,13263,13292,13368,County or equivalent
45820,"Jefferson County, KS",18360,18323,18429,18354,18327,County or equivalent
45820,"Osage County, KS",15765,15741,15752,15705,15824,County or equivalent
45820,"Shawnee County, KS",178907,178709,178403,177537,177746,County or equivalent
45820,"Wabaunsee County, KS",6876,6891,6970,7009,7057,County or equivalent
45900,"Traverse City, MI",153456,153654,154827,155752,156371,Metropolitan Statistical Area
45900,"Benzie County, MI",17964,17990,18237,18327,18441,County or equivalent
45900,"Grand Traverse County, MI",95251,95425,95969,96298,96421,County or equivalent
45900,"Kalkaska County, MI",17941,17931,17994,18244,18490,County or equivalent
45900,"Leelanau County, MI",22300,22308,22627,22883,23019,County or equivalent
45940,"Trenton-Princeton, NJ",387328,386466,382172,380779,381671,Metropolitan Statistical Area
45940,"Mercer County, NJ",387328,386466,382172,380779,381671,County or equivalent
46060,"Tucson, AZ",1043435,1045175,1048914,1057476,1063162,Metropolitan Statistical Area
46060,"Pima County, AZ",1043435,1045175,1048914,1057476,1063162,County or equivalent
46140,"Tulsa, OK",1015338,1017350,1025813,1034048,1044757,Metropolitan Statistical Area
46140,"Creek County, OK",71752,71841,72224,72686,73332,County or equivalent
46140,"Okmulgee County, OK",36710,36693,36848,37011,37035,County or equivalent
46140,"Osage County, OK",45825,45787,45882,45852,46130,County or equivalent
46140,"Pawnee County, OK",15555,15557,15707,15681,15864,County or equivalent
46140,"Rogers County, OK",95236,95386,96871,99060,100248,County or equivalent
46140,"Tulsa County, OK",669277,670702,674051,677061,682868,County or equivalent
46140,"Wagoner County, OK",80983,81384,84230,86697,89280,County or equivalent
46220,"Tuscaloosa, AL",268686,272988,276628,277490,278290,Metropolitan Statistical Area
46220,"Greene County, AL",7731,7700,7614,7452,7341,County or equivalent
46220,"Hale County, AL",14788,14772,14726,14599,14888,County or equivalent
46220,"Pickens County, AL",19130,18969,18618,18749,18688,County or equivalent
46220,"Tuscaloosa County, AL",227037,231547,235670,236690,237373,County or equivalent
46300,"Twin Falls, ID",114291,114642,117132,119065,120635,Metropolitan Statistical Area
46300,"Jerome County, ID",24242,24270,24738,25244,25479,County or equivalent
46300,"Twin Falls County, ID",90049,90372,92394,93821,95156,County or equivalent
46340,"Tyler, TX",233484,234199,237182,241995,245209,Metropolitan Statistical Area
46340,"Smith County, TX",233484,234199,237182,241995,245209,County or equivalent
46520,"Urban Honolulu, HI",1016507,1012399,1004163,994828,989408,Metropolitan Statistical Area
46520,"Honolulu County, HI",1016507,1012399,1004163,994828,989408,County or equivalent
46540,"Utica-Rome, NY",292257,291119,289643,287942,287039,Metropolitan Statistical Area
46540,"Herkimer County, NY",60144,60037,60023,59584,59484,County or equivalent
46540,"Oneida County, NY",232113,231082,229620,228358,227555,County or equivalent
46660,"Valdosta, GA",148135,148338,148941,149646,151118,Metropolitan Statistical Area
46660,"Brooks County, GA",16301,16272,16276,16284,16245,County or equivalent
46660,"Echols County, GA",3704,3721,3698,3686,3709,County or equivalent
46660,"Lanier County, GA",9883,9929,10051,10177,10452,County or equivalent
46660,"Lowndes County, GA",118247,118416,118916,119499,120712,County or equivalent
46700,"Vallejo, CA",453491,452723,450653,448885,449218,Metropolitan Statistical Area
46700,"Solano County, CA",453491,452723,450653,448885,449218,County or equivalent
47020,"Victoria, TX",98338,98331,98029,98194,98808,Metropolitan Statistical Area
47020,"Goliad County, TX",7016,7020,7133,7120,7144,County or equivalent
47020,"Victoria County, TX",91322,91311,90896,91074,91664,County or equivalent
47220,"Vineland, NJ",154160,153719,152083,151347,152326,Metropolitan Statistical Area
47220,"Cumberland County, NJ",154160,153719,152083,151347,152326,County or equivalent
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",1780062,1781712,1785531,1785390,1787169,Metropolitan Statistical Area
47260,"Camden County, NC",10357,10408,10821,11090,11137,County or equivalent
47260,"Currituck County, NC",28104,28405,29700,31008,31593,County or equivalent
47260,"Gates County, NC",10478,10452,10403,10370,10343,County or equivalent
47260,"Gloucester County, VA",38715,38722,39174,39550,40057,County or equivalent
47260,"Isle of Wight County, VA",38611,38707,39391,40135,40711,County or equivalent
47260,"James City County, VA",78253,78487,79991,81483,82654,County or equivalent
47260,"Mathews County, VA",8533,8518,8543,8450,8514,County or equivalent
47260,"Surry County, VA",6558,6551,6533,6527,6593,County or equivalent
47260,"York County, VA",70052,70232,71104,71164,70952,County or equivalent
47260,"Chesapeake city, VA",249369,249781,251763,252459,253886,County or equivalent
47260,"Hampton city, VA",137157,137280,137760,137858,137098,County or equivalent
47260,"Newport News city, VA",186245,186047,184691,183980,183118,County or equivalent
47260,"Norfolk city, VA",238003,237789,234862,232558,230930,County or equivalent
47260,"Poquoson city, VA",12456,12473,12628,12624,12635,County or equivalent
47260,"Portsmouth city, VA",97912,97955,97652,96954,96793,County or equivalent
47260,"Suffolk city, VA",94370,94750,96337,98426,100659,County or equivalent
47260,"Virginia Beach city, VA",459476,459684,458569,455069,453649,County or equivalent
47260,"Williamsburg city, VA",15413,15471,15609,15685,15847,County or equivalent
47300,"Visalia, CA",473116,473914,477176,477884,479468,Metropolitan Statistical Area
47300,"Tulare County, CA",473116,473914,477176,477884,479468,County or equivalent
47380,"Waco, TX",295788,296405,299333,301825,304865,Metropolitan Statistical Area
47380,"Bosque County, TX",18232,18252,18499,18707,18996,County or equivalent
47380,"Falls County, TX",16968,16960,17113,16956,17286,County or equivalent
47380,"McLennan County, TX",260588,261193,263721,266162,268583,County or equivalent
47460,"Walla Walla, WA",62585,62623,62211,61853,61568,Metropolitan Statistical Area
47460,"Walla Walla County, WA",62585,62623,62211,61853,61568,County or equivalent
47580,"Warner Robins, GA",191628,192392,195473,198261,200779,Metropolitan Statistical Area
47580,"Houston County, GA",163642,164356,167228,169775,171974,County or equivalent
47580,"Peach County, GA",27986,28036,28245,28486,28805,County or equivalent
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6278594,6260311,6258549,6265891,6304975,Metropolitan Statistical Area
47900,"Arlington-Alexandria-Reston, VA-WV",3121435,3123676,3127294,3137244,3154735,Metropolitan Division
47900,"Arlington County, VA",238642,238814,233436,233678,234162,County or equivalent
47900,"Clarke County, VA",14787,14814,14940,15331,15466,County or equivalent
47900,"Culpeper County, VA",52550,52768,53772,54290,54973,County or equivalent
47900,"Fairfax County, VA",1150294,1148627,1142203,1139309,1141878,County or equivalent
47900,"Fauquier County, VA",72964,73006,74055,74677,75165,County or equivalent
47900,"Loudoun County, VA",420957,422705,428764,432792,436347,County or equivalent
47900,"Prince William County, VA",482200,482834,485352,487012,489640,County or equivalent
47900,"Rappahannock County, VA",7349,7320,7431,7453,7414,County or equivalent
47900,"Spotsylvania County, VA",140092,140604,144003,146828,149588,County or equivalent
47900,"Stafford County, VA",156939,157765,161568,163169,165428,County or equivalent
47900,"Warren County, VA",40721,40792,40965,41404,41843,County or equivalent
47900,"Alexandria city, VA",159464,159139,155105,155045,155230,County or equivalent
47900,"Fairfax city, VA",24147,24177,24353,24752,25144,County or equivalent
47900,"Falls Church city, VA",14661,14681,14516,14489,14685,County or equivalent
47900,"Fredericksburg city, VA",27973,27991,28437,28648,28928,County or equivalent
47900,"Manassas city, VA",42773,42692,42764,42673,42696,County or equivalent
47900,"Manassas Park city, VA",17217,17162,17089,16693,16361,County or equivalent
47900,"Jefferson County, WV",57705,57785,58541,59001,59787,County or equivalent
47900,"Frederick-Gaithersburg-Bethesda, MD",1333775,1333690,1336840,1340607,1351865,Metropolitan Division
47900,"Frederick County, MD",271710,272786,280647,287540,293391,County or equivalent
47900,"Montgomery County, MD",1062065,1060904,1056193,1053067,1058474,County or equivalent
47900,"Washington, DC-MD",1823384,1802945,1794415,1788040,1798375,Metropolitan Division
47900,"District of Columbia, DC",689548,670839,669037,670949,678972,County or equivalent
47900,"Charles County, MD",166621,166741,168927,170111,171973,County or equivalent
47900,"Prince George's County, MD",967215,965365,956451,946980,947430,County or equivalent
47930,"Waterbury-Shelton, CT",450435,449285,452281,453590,456128,Metropolitan Statistical Area
47930,"Naugatuck Valley Planning Region, CT",450435,449285,452281,453590,456128,County or equivalent
47940,"Waterloo-Cedar Falls, IA",168459,168388,168052,167661,168162,Metropolitan Statistical Area
47940,"Black Hawk County, IA",131143,131044,130576,130052,130471,County or equivalent
47940,"Bremer County, IA",24990,25011,25118,25254,25307,County or equivalent
47940,"Grundy County, IA",12326,12333,12358,12355,12384,County or equivalent
48060,"Watertown-Fort Drum, NY",116711,116069,116902,115461,114787,Metropolitan Statistical Area
48060,"Jefferson County, NY",116711,116069,116902,115461,114787,County or equivalent
48140,"Wausau, WI",138026,138078,137755,137955,138612,Metropolitan Statistical Area
48140,"Marathon County, WI",138026,138078,137755,137955,138612,County or equivalent
48260,"Weirton-Steubenville, WV-OH",116892,116692,115748,114221,113544,Metropolitan Statistical Area
48260,"Jefferson County, OH",65248,65178,65085,64273,64026,County or equivalent
48260,"Brooke County, WV",22551,22476,22068,21694,21373,County or equivalent
48260,"Hancock County, WV",29093,29038,28595,28254,28145,County or equivalent
48300,"Wenatchee-East Wenatchee, WA",122014,122267,123615,124261,124795,Metropolitan Statistical Area
48300,"Chelan County, WA",79081,79238,79778,80038,79997,County or equivalent
48300,"Douglas County, WA",42933,43029,43837,44223,44798,County or equivalent
48540,"Wheeling, WV-OH",139520,139127,137909,136625,135517,Metropolitan Statistical Area
48540,"Belmont County, OH",66497,66292,65899,65495,64918,County or equivalent
48540,"Marshall County, WV",30583,30494,30164,29667,29405,County or equivalent
48540,"Ohio County, WV",42440,42341,41846,41463,41194,County or equivalent
48620,"Wichita, KS",647607,648526,648514,649687,652939,Metropolitan Statistical Area
48620,"Butler County, KS",67376,67391,67976,68289,68632,County or equivalent
48620,"Harvey County, KS",34019,33986,33788,33671,33504,County or equivalent
48620,"Sedgwick County, KS",523836,524821,524423,525368,528469,County or equivalent
48620,"Sumner County, KS",22376,22328,22327,22359,22334,County or equivalent
48660,"Wichita Falls, TX",148136,148433,149086,149568,149947,Metropolitan Statistical Area
48660,"Archer County, TX",8555,8556,8702,8849,9029,County or equivalent
48660,"Clay County, TX",10220,10257,10311,10499,10738,County or equivalent
48660,"Wichita County, TX",129361,129620,130073,130220,130180,County or equivalent
48680,"Wildwood-The Villages, FL",129745,130290,134870,144767,151565,Metropolitan Statistical Area
48680,"Sumter County, FL",129745,130290,134870,144767,151565,County or equivalent
48700,"Williamsport, PA",114189,114125,113561,113034,112724,Metropolitan Statistical Area
48700,"Lycoming County, PA",114189,114125,113561,113034,112724,County or equivalent
48900,"Wilmington, NC",422601,425133,437882,454390,467337,Metropolitan Statistical Area
48900,"Brunswick County, NC",136695,138168,144843,152908,159964,County or equivalent
48900,"New Hanover County, NC",225707,226326,230019,235784,238852,County or equivalent
48900,"Pender County, NC",60199,60639,63020,65698,68521,County or equivalent
49020,"Winchester, VA-WV",142636,142984,145411,146126,147260,Metropolitan Statistical Area
49020,"Frederick County, VA",91418,91870,93959,94808,95994,County or equivalent
49020,"Winchester city, VA",28124,28013,28092,27861,27617,County or equivalent
49020,"Hampshire County, WV",23094,23101,23360,23457,23649,County or equivalent
49180,"Winston-Salem, NC",675986,677134,682646,688799,695630,Metropolitan Statistical Area
49180,"Davidson County, NC",168927,169203,170717,172380,174804,County or equivalent
49180,"Davie County, NC",42720,42903,43652,44115,44599,County or equivalent
49180,"Forsyth County, NC",382599,383202,386376,389661,392921,County or equivalent
49180,"Stokes County, NC",44524,44572,44625,45136,45532,County or equivalent
49180,"Yadkin County, NC",37216,37254,37276,37507,37774,County or equivalent
49340,"Worcester, MA",862116,859669,862224,862873,866866,Metropolitan Statistical Area
49340,"Worcester County, MA",862116,859669,862224,862873,866866,County or equivalent
49420,"Yakima, WA",256738,256733,256719,257019,256643,Metropolitan Statistical Area
49420,"Yakima County, WA",256738,256733,256719,257019,256643,County or equivalent
49620,"York-Hanover, PA",456441,456720,459183,461049,464640,Metropolitan Statistical Area
49620,"York County, PA",456441,456720,459183,461049,464640,County or equivalent
49660,"Youngstown-Warren, OH",430676,429690,428101,426648,425969,Metropolitan Statistical Area
49660,"Mahoning County, OH",228612,228009,226529,225922,225596,County or equivalent
49660,"Trumbull County, OH",202064,201681,201572,200726,200373,County or equivalent
49700,"Yuba City, CA",181214,181437,182379,182922,183670,Metropolitan Statistical Area
49700,"Sutter County, CA",99636,99479,99152,98569,97948,County or equivalent
49700,"Yuba County, CA",81578,81958,83227,84353,85722,County or equivalent
49740,"Yuma, AZ",205002,205659,207284,208874,213221,Metropolitan Statistical Area
49740,"Yuma County, AZ",205002,205659,207284,208874,213221,County or equivalent
10100,"Aberdeen, SD",42291,42213,42151,41972,41790,Micropolitan Statistical Area
10100,"Brown County, SD",38304,38225,38117,37901,37733,County or equivalent
10100,"Edmunds County, SD",3987,3988,4034,4071,4057,County or equivalent
10140,"Aberdeen, WA",75634,75855,76838,77041,77290,Micropolitan Statistical Area
10140,"Grays Harbor County, WA",75634,75855,76838,77041,77290,County or equivalent
10220,"Ada, OK",38071,38095,38184,38032,38396,Micropolitan Statistical Area
10220,"Pontotoc County, OK",38071,38095,38184,38032,38396,County or equivalent
10300,"Adrian, MI",99422,99325,99100,98280,97520,Micropolitan Statistical Area
10300,"Lenawee County, MI",99422,99325,99100,98280,97520,County or equivalent
10460,"Alamogordo, NM",67835,67862,68486,68517,68835,Micropolitan Statistical Area
10460,"Otero County, NM",67835,67862,68486,68517,68835,County or equivalent
10480,"Alamosa, CO",27336,27330,27774,27789,27804,Micropolitan Statistical Area
10480,"Alamosa County, CO",16380,16377,16579,16587,16655,County or equivalent
10480,"Conejos County, CO",7459,7451,7582,7587,7521,County or equivalent
10480,"Costilla County, CO",3497,3502,3613,3615,3628,County or equivalent
10620,"Albemarle, NC",62505,62642,63100,64231,65699,Micropolitan Statistical Area
10620,"Stanly County, NC",62505,62642,63100,64231,65699,County or equivalent
10660,"Albert Lea, MN",30893,30896,30803,30683,30515,Micropolitan Statistical Area
10660,"Freeborn County, MN",30893,30896,30803,30683,30515,County or equivalent
10700,"Albertville, AL",97611,97702,98286,99428,100756,Micropolitan Statistical Area
10700,"Marshall County, AL",97611,97702,98286,99428,100756,County or equivalent
10760,"Alexander City, AL",41309,41284,41099,40913,40677,Micropolitan Statistical Area
10760,"Tallapoosa County, AL",41309,41284,41099,40913,40677,County or equivalent
10820,"Alexandria, MN",38996,39087,39298,39684,39953,Micropolitan Statistical Area
10820,"Douglas County, MN",38996,39087,39298,39684,39953,County or equivalent
10860,"Alice, TX",45972,45927,45862,45631,45510,Micropolitan Statistical Area
10860,"Brooks County, TX",7079,7048,6969,6902,6848,County or equivalent
10860,"Jim Wells County, TX",38893,38879,38893,38729,38662,County or equivalent
10940,"Alma, MI",41762,41683,41286,41104,41368,Micropolitan Statistical Area
10940,"Gratiot County, MI",41762,41683,41286,41104,41368,County or equivalent
10980,"Alpena, MI",28912,28886,28939,28833,28904,Micropolitan Statistical Area
10980,"Alpena County, MI",28912,28886,28939,28833,28904,County or equivalent
11060,"Altus, OK",24794,24747,24744,24659,24669,Micropolitan Statistical Area
11060,"Jackson County, OK",24794,24747,24744,24659,24669,County or equivalent
11140,"Americus, GA",34163,34056,33467,33361,33416,Micropolitan Statistical Area
11140,"Schley County, GA",4548,4536,4486,4497,4526,County or equivalent
11140,"Sumter County, GA",29615,29520,28981,28864,28890,County or equivalent
11220,"Amsterdam, NY",49527,49485,49482,49333,49368,Micropolitan Statistical Area
11220,"Montgomery County, NY",49527,49485,49482,49333,49368,County or equivalent
11360,"Anderson Creek, NC",133571,133757,135586,138478,141477,Micropolitan Statistical Area
11360,"Harnett County, NC",133571,133757,135586,138478,141477,County or equivalent
11380,"Andrews, TX",18608,18612,18411,18324,18664,Micropolitan Statistical Area
11380,"Andrews County, TX",18608,18612,18411,18324,18664,County or equivalent
11420,"Angola, IN",34439,34441,34702,34772,34917,Micropolitan Statistical Area
11420,"Steuben County, IN",34439,34441,34702,34772,34917,County or equivalent
11580,"Arcadia, FL",33976,34086,34333,35320,35979,Micropolitan Statistical Area
11580,"DeSoto County, FL",33976,34086,34333,35320,35979,County or equivalent
11620,"Ardmore, OK",48006,48042,48254,48336,48596,Micropolitan Statistical Area
11620,"Carter County, OK",48006,48042,48254,48336,48596,County or equivalent
11660,"Arkadelphia, AR",21445,21385,21244,21276,21274,Micropolitan Statistical Area
11660,"Clark County, AR",21445,21385,21244,21276,21274,County or equivalent
11680,"Arkansas City-Winfield, KS",34554,34534,34624,34423,34157,Micropolitan Statistical Area
11680,"Cowley County, KS",34554,34534,34624,34423,34157,County or equivalent
11740,"Ashland, OH",52437,52470,52183,52024,52190,Micropolitan Statistical Area
11740,"Ashland County, OH",52437,52470,52183,52024,52190,County or equivalent
11820,"Astoria, OR",41076,41162,41932,41652,41102,Micropolitan Statistical Area
11820,"Clatsop County, OR",41076,41162,41932,41652,41102,County or equivalent
11860,"Atchison, KS",16347,16328,16236,16053,16016,Micropolitan Statistical Area
11860,"Atchison County, KS",16347,16328,16236,16053,16016,County or equivalent
11900,"Athens, OH",62437,62393,59096,60881,62706,Micropolitan Statistical Area
11900,"Athens County, OH",62437,62393,59096,60881,62706,County or equivalent
11940,"Athens, TN",66025,66151,66940,67953,69369,Micropolitan Statistical Area
11940,"McMinn County, TN",53270,53343,53921,54695,55678,County or equivalent
11940,"Meigs County, TN",12755,12808,13019,13258,13691,County or equivalent
11980,"Athens, TX",82147,82403,83653,84490,86158,Micropolitan Statistical Area
11980,"Henderson County, TX",82147,82403,83653,84490,86158,County or equivalent
12140,"Auburn, IN",43260,43292,43395,43813,44198,Micropolitan Statistical Area
12140,"DeKalb County, IN",43260,43292,43395,43813,44198,County or equivalent
12180,"Auburn, NY",76253,76147,75451,74679,74485,Micropolitan Statistical Area
12180,"Cayuga County, NY",76253,76147,75451,74679,74485,County or equivalent
12300,"Augusta-Waterville, ME",124503,124712,125752,126535,127259,Micropolitan Statistical Area
12300,"Kennebec County, ME",124503,124712,125752,126535,127259,County or equivalent
12380,"Austin, MN",40033,40059,40219,40050,40058,Micropolitan Statistical Area
12380,"Mower County, MN",40033,40059,40219,40050,40058,County or equivalent
12460,"Bainbridge, GA",29368,29326,29091,29019,29087,Micropolitan Statistical Area
12460,"Decatur County, GA",29368,29326,29091,29019,29087,County or equivalent
12520,"Baker City, OR",16671,16731,16880,16937,16912,Micropolitan Statistical Area
12520,"Baker County, OR",16671,16731,16880,16937,16912,County or equivalent
12660,"Baraboo, WI",65766,65784,65702,65770,65920,Micropolitan Statistical Area
12660,"Sauk County, WI",65766,65784,65702,65770,65920,County or equivalent
12740,"Barre, VT",59800,59757,60033,60115,60142,Micropolitan Statistical Area
12740,"Washington County, VT",59800,59757,60033,60115,60142,County or equivalent
12780,"Bartlesville, OK",52455,52615,52903,53238,53706,Micropolitan Statistical Area
12780,"Washington County, OK",52455,52615,52903,53238,53706,County or equivalent
12860,"Batavia, NY",58383,58302,57889,57398,57529,Micropolitan Statistical Area
12860,"Genesee County, NY",58383,58302,57889,57398,57529,County or equivalent
12900,"Batesville, AR",37931,37940,38100,38254,38320,Micropolitan Statistical Area
12900,"Independence County, AR",37931,37940,38100,38254,38320,County or equivalent
13060,"Bay City, TX",36254,36287,36339,36122,36359,Micropolitan Statistical Area
13060,"Matagorda County, TX",36254,36287,36339,36122,36359,County or equivalent
13100,"Beatrice, NE",21707,21656,21633,21564,21634,Micropolitan Statistical Area
13100,"Gage County, NE",21707,21656,21633,21564,21634,County or equivalent
13180,"Beaver Dam, WI",89394,89353,88689,88374,88231,Micropolitan Statistical Area
13180,"Dodge County, WI",89394,89353,88689,88374,88231,County or equivalent
13260,"Bedford, IN",45015,45016,45066,45231,45084,Micropolitan Statistical Area
13260,"Lawrence County, IN",45015,45016,45066,45231,45084,County or equivalent
13300,"Beeville, TX",31050,31038,30836,30992,30850,Micropolitan Statistical Area
13300,"Bee County, TX",31050,31038,30836,30992,30850,County or equivalent
13340,"Bellefontaine, OH",46153,46116,46158,46062,46057,Micropolitan Statistical Area
13340,"Logan County, OH",46153,46116,46158,46062,46057,County or equivalent
13420,"Bemidji, MN",46238,46255,46481,46511,46718,Micropolitan Statistical Area
13420,"Beltrami County, MN",46238,46255,46481,46511,46718,County or equivalent
13540,"Bennington, VT",37342,37301,37431,37343,37183,Micropolitan Statistical Area
13540,"Bennington County, VT",37342,37301,37431,37343,37183,County or equivalent
13660,"Big Rapids, MI",39706,39790,40048,40782,41099,Micropolitan Statistical Area
13660,"Mecosta County, MI",39706,39790,40048,40782,41099,County or equivalent
13700,"Big Spring, TX",34866,34816,34365,30732,30554,Micropolitan Statistical Area
13700,"Howard County, TX",34866,34816,34365,30732,30554,County or equivalent
13860,"Bishop, CA",19018,18987,18924,18742,18527,Micropolitan Statistical Area
13860,"Inyo County, CA",19018,18987,18924,18742,18527,County or equivalent
13940,"Blackfoot, ID",47983,48097,48929,49973,50395,Micropolitan Statistical Area
13940,"Bingham County, ID",47983,48097,48929,49973,50395,County or equivalent
